danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre,energy_cat
0.573,0.765,-6.594,1,0.0305,0.00107,5.74e-05,0.114,0.359,100.024,4,acoustic,4
0.505,0.998,-4.003,0,0.0615,0.000189,0.207,0.345,0.598,156.091,4,techno,5
0.532,0.594,-6.638,0,0.0301,0.182,0.000837,0.116,0.331,112.03,4,acoustic,3
0.598,0.264,-11.55,1,0.191,0.859,0.0,0.0431,0.77,102.254,4,blues,2
0.743,0.873,-4.943,0,0.0507,0.14,0.0,0.142,0.965,125.005,5,country,5
0.426,0.693,-9.759,1,0.0377,0.0251,0.0065,0.101,0.751,126.804,4,blues,4
0.467,0.15,-19.533,1,0.0538,0.978,0.899,0.11,0.236,119.849,3,acoustic,1
0.503,0.923,-4.172,1,0.0444,0.00013,4.71e-06,0.0827,0.824,159.019,4,rock,5
0.554,0.92,-6.687,1,0.0326,1.16e-05,0.592,0.329,0.944,130.02,4,pop,5
0.641,0.601,-8.51,1,0.0337,0.508,9.33e-06,0.121,0.553,104.984,4,acoustic,4
0.588,0.391,-8.607,0,0.0334,0.839,0.0,0.227,0.349,144.069,4,dance,2
0.593,0.487,-13.167,0,0.0384,0.133,0.812,0.138,0.7,77.295,4,jazz,3
0.462,0.848,-6.337,1,0.107,0.00901,0.0498,0.776,0.545,127.82,4,blues,5
0.66,0.8,-4.644,1,0.0992,0.106,0.0,0.154,0.476,125.966,4,rock,4
0.72,0.78,-8.7,1,0.0908,0.767,0.531,0.108,0.516,107.957,4,jazz,4
0.556,0.481,-5.687,0,0.0339,0.0477,0.115,0.0578,0.293,179.901,4,jazz,3
0.759,0.52,-15.207,1,0.251,0.777,0.937,0.197,0.376,149.097,4,jazz,3
0.479,0.876,-9.2,1,0.447,3.21e-05,2.41e-06,0.732,0.688,127.992,4,pop,5
0.493,0.943,-3.321,1,0.0608,0.000679,0.00897,0.134,0.493,96.997,4,metal,5
0.77,0.699,-6.59,1,0.199,0.0596,1.65e-05,0.17,0.696,81.003,4,pop,4
0.437,0.586,-6.708,1,0.0274,0.151,3.13e-06,0.0996,0.252,150.14,4,dance,3
0.667,0.361,-8.69,0,0.0273,0.575,0.00506,0.0805,0.29,134.018,5,pop,2
0.574,0.745,-6.663,1,0.0507,0.319,0.0,0.11,0.693,154.042,4,rock,4
0.358,0.938,-4.425,1,0.0615,2.68e-06,0.311,0.328,0.36,165.781,4,classical,5
0.573,0.897,-3.549,1,0.0553,0.00473,0.0,0.278,0.463,126.034,4,metal,5
0.665,0.874,-4.082,1,0.0308,0.143,1.05e-05,0.251,0.766,103.98,4,country,5
0.594,0.621,-6.23,1,0.0274,0.0403,0.0,0.117,0.679,77.005,4,country,4
0.572,0.81,-7.407,1,0.0274,8.52e-05,0.000138,0.0998,0.313,98.459,4,rock,5
0.375,0.862,-3.363,0,0.255,0.071,0.0,0.211,0.478,159.841,4,dance,5
0.494,0.776,-8.257,1,0.0835,0.411,0.0,0.973,0.645,116.241,3,country,4
0.623,0.79,-5.07,1,0.0473,0.118,0.0,0.226,0.694,81.949,4,country,4
0.754,0.801,-5.992,0,0.35,0.184,0.0,0.132,0.391,90.843,4,jazz,5
0.616,0.728,-4.02,0,0.0278,0.0275,0.0,0.228,0.375,111.934,4,country,4
0.646,0.431,-9.287,1,0.029,0.149,0.000428,0.108,0.248,145.855,4,country,3
0.281,0.0651,-22.777,1,0.0522,0.972,0.853,0.105,0.116,111.509,4,classical,1
0.522,0.762,-8.656,1,0.0353,0.0637,0.234,0.06,0.484,85.561,4,blues,4
0.334,0.268,-14.772,1,0.0321,0.933,0.904,0.0846,0.0523,93.405,4,classical,2
0.88,0.428,-8.28,1,0.206,0.149,5.05e-05,0.114,0.333,100.007,4,pop,3
0.54,0.874,-3.467,0,0.0551,0.105,0.0,0.135,0.411,99.995,4,techno,5
0.461,0.126,-19.782,1,0.0427,0.995,0.907,0.117,0.221,112.242,3,classical,1
0.691,0.64,-5.087,1,0.0384,0.0247,5.24e-06,0.2,0.452,101.991,4,dance,4
0.332,0.769,-11.503,1,0.0765,0.00367,0.00413,0.0372,0.525,157.378,4,metal,4
0.563,0.721,-7.578,1,0.0375,0.00213,0.4,0.14,0.11,110.027,3,metal,4
0.507,0.843,-3.421,1,0.108,0.274,0.0,0.295,0.504,193.708,4,country,5
0.501,0.405,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,4,pop,3
0.448,0.61,-2.695,0,0.0342,0.0102,0.000491,0.135,0.214,123.762,4,metal,4
0.483,0.259,-14.275,1,0.0633,0.713,0.821,0.102,0.0386,77.123,4,jazz,2
0.796,0.777,-4.81,1,0.0397,0.0261,0.000358,0.121,0.787,132.722,4,dance,4
0.507,0.933,-4.7,1,0.0869,7e-05,0.0,0.105,0.715,149.996,4,metal,5
0.704,0.558,-7.273,0,0.0542,0.148,0.0,0.107,0.245,110.444,4,pop,3
0.85,0.631,-8.401,1,0.227,0.00684,0.000406,0.0679,0.738,126.002,4,pop,4
0.866,0.749,-3.977,1,0.253,0.15,0.0,0.0614,0.891,92.074,4,dance,4
0.805,0.602,-10.572,0,0.0606,0.0197,0.803,0.26,0.869,125.126,4,techno,4
0.352,0.324,-10.031,1,0.0283,0.414,0.00065,0.141,0.221,67.533,5,blues,2
0.293,0.0357,-25.973,1,0.0418,0.988,0.887,0.0822,0.137,82.299,4,classical,1
0.159,0.0265,-24.73,1,0.0414,0.937,0.686,0.129,0.041,74.672,1,classical,1
0.605,0.945,-4.516,1,0.0939,0.000518,0.508,0.544,0.475,134.004,4,techno,5
0.728,0.563,-8.053,0,0.134,0.621,0.0,0.179,0.352,100.017,4,dance,3
0.487,0.667,-4.216,0,0.0309,0.153,0.0,0.161,0.463,145.854,4,country,4
0.568,0.576,-8.804,1,0.0443,0.00635,0.0,0.126,0.723,113.129,4,blues,3
0.732,0.198,-11.775,1,0.028,0.883,1.1e-05,0.0659,0.618,88.174,4,pop,1
0.445,0.71,-6.819,1,0.0275,0.103,6.14e-05,0.169,0.468,148.011,4,acoustic,4
0.175,0.00853,-25.044,0,0.0532,0.986,0.925,0.0739,0.0382,66.29,3,classical,1
0.217,0.0027,-38.644,1,0.0492,0.995,0.907,0.0956,0.229,72.034,4,classical,1
0.601,0.575,-8.787,1,0.0296,0.0172,0.0291,0.153,0.87,92.536,4,blues,3
0.63,0.633,-7.088,1,0.0457,0.00776,0.0,0.0541,0.452,93.995,4,dance,4
0.751,0.893,-1.724,1,0.0826,0.495,0.0,0.0864,0.922,91.084,4,jazz,5
0.365,0.802,-2.981,0,0.0584,0.873,0.274,0.177,0.509,67.403,4,jazz,5
0.685,0.909,-3.797,1,0.032,0.0782,1.25e-06,0.369,0.864,115.043,4,country,5
0.467,0.827,-4.372,1,0.0997,0.163,0.728,0.359,0.411,125.248,4,blues,5
0.486,0.449,-10.298,1,0.0267,0.166,2.23e-06,0.54,0.549,100.456,4,rock,3
0.491,0.802,-7.106,1,0.0392,0.25,0.0,0.387,0.472,119.25,4,rock,5
0.378,0.975,-6.447,0,0.055,0.000128,0.0018,0.204,0.457,178.008,4,metal,5
0.47,0.839,-3.5,0,0.0488,0.341,0.664,0.147,0.709,120.972,4,jazz,5
0.855,0.691,-6.51,1,0.0514,0.144,0.0,0.36,0.647,121.472,4,blues,4
0.463,0.309,-8.701,0,0.12,0.8,1.18e-05,0.201,0.506,52.138,3,jazz,2
0.658,0.878,-6.834,0,0.0346,0.135,0.591,0.0948,0.907,130.009,4,techno,5
0.522,0.419,-12.088,1,0.287,0.91,1.31e-06,0.702,0.498,121.308,4,pop,3
0.505,0.144,-20.617,1,0.0423,0.993,0.929,0.12,0.152,100.066,4,classical,1
0.435,0.561,-6.947,0,0.0305,0.345,2.19e-06,0.249,0.699,85.594,4,country,3
0.589,0.855,-7.522,1,0.0387,0.0647,0.021,0.296,0.64,132.824,4,pop,5
0.461,0.418,-7.076,1,0.0444,0.596,1.5e-06,0.973,0.338,80.773,4,acoustic,3
0.364,0.922,-4.217,0,0.0567,0.000915,0.0346,0.0697,0.227,79.342,4,rock,5
0.355,0.822,-6.254,1,0.0512,0.000519,0.0719,0.258,0.23,183.894,4,metal,5
0.537,0.84,-4.626,1,0.0363,0.2,2.15e-06,0.0998,0.211,124.269,4,rock,5
0.507,0.66,-4.957,1,0.0306,0.0115,0.336,0.322,0.696,100.783,4,blues,4
0.407,0.342,-10.094,1,0.0366,0.587,0.0,0.345,0.123,131.782,4,pop,2
0.531,0.746,-4.228,1,0.0329,0.0972,0.0,0.102,0.304,139.788,4,country,4
0.23,0.0659,-25.247,0,0.0399,0.888,0.923,0.094,0.127,155.964,3,classical,1
0.826,0.647,-6.306,0,0.0491,0.0277,1.52e-06,0.298,0.872,102.017,4,pop,4
0.364,0.781,-4.4,0,0.0975,0.114,0.000245,0.732,0.338,169.036,3,blues,4
0.686,0.143,-14.701,1,0.042,0.94,7.65e-05,0.0792,0.351,101.651,4,country,1
0.755,0.836,-5.742,1,0.166,0.32,3.03e-05,0.199,0.696,90.847,4,country,5
0.503,0.783,-4.761,0,0.0385,0.0221,0.00223,0.14,0.213,125.122,4,dance,4
0.463,0.886,-4.53,1,0.0496,0.000828,0.0,0.119,0.663,161.927,4,rock,5
0.649,0.718,-6.593,0,0.0261,0.142,0.0713,0.124,0.718,101.034,4,blues,4
0.58,0.843,-6.602,1,0.0866,0.000817,0.573,0.074,0.376,149.639,4,rock,5
0.815,0.662,-8.244,1,0.199,0.0915,0.000409,0.0898,0.611,151.518,4,dance,4
0.585,0.353,-8.899,1,0.0286,0.742,0.0,0.109,0.35,135.872,4,acoustic,2
0.623,0.59,-5.014,1,0.028,0.646,0.0,0.295,0.579,137.071,4,country,3
0.565,0.87,-5.58,1,0.0388,0.00129,0.0,0.122,0.43,138.03,4,acoustic,5
0.505,0.55,-6.891,1,0.0359,0.836,0.000448,0.112,0.343,81.877,4,classical,3
0.501,0.202,-17.766,1,0.0567,0.937,0.921,0.106,0.393,89.143,3,classical,2
0.612,0.848,-3.736,1,0.0368,0.00916,0.0,0.366,0.719,120.996,4,country,5
0.494,0.96,-5.478,1,0.126,3.93e-05,0.00519,0.113,0.127,125.969,4,classical,5
0.638,0.717,-4.722,1,0.0337,0.346,0.0,0.105,0.249,100.027,4,dance,4
0.777,0.556,-8.664,0,0.0278,0.273,0.154,0.1,0.788,87.009,4,jazz,3
0.707,0.924,-2.842,1,0.031,0.000972,0.00703,0.204,0.919,127.937,4,dance,5
0.657,0.538,-10.34,1,0.0591,0.0544,0.0343,0.332,0.785,90.81,4,rock,3
0.496,0.249,-18.131,1,0.0411,0.98,0.934,0.12,0.719,144.239,4,classical,2
0.184,0.0507,-26.721,1,0.0474,0.989,0.928,0.0444,0.0366,50.917,4,classical,1
0.502,0.905,-4.162,1,0.0634,0.00021,0.0,0.0601,0.481,160.064,4,metal,5
0.405,0.876,-6.303,0,0.0603,0.0016,0.000109,0.241,0.351,167.073,4,rock,5
0.653,0.724,-5.402,1,0.0269,0.298,0.0,0.131,0.674,112.078,4,country,4
0.641,0.177,-17.413,0,0.0408,0.595,0.84,0.284,0.366,87.04,4,jazz,1
0.211,0.875,-8.88,1,0.422,0.00734,0.00126,0.986,0.337,165.136,4,rock,5
0.0693,0.0663,-21.996,0,0.0439,0.97,0.948,0.102,0.0383,74.251,3,classical,1
0.697,0.467,-7.536,1,0.0715,0.248,0.0,0.0941,0.572,82.082,4,dance,3
0.627,0.699,-4.504,1,0.0244,0.174,0.0,0.0789,0.535,94.003,4,dance,4
0.775,0.688,-5.038,0,0.0384,0.0533,0.0,0.321,0.805,112.009,4,blues,4
0.746,0.765,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,4,pop,4
0.664,0.781,-6.547,1,0.0339,0.00103,5.33e-06,0.0867,0.593,110.0,4,pop,4
0.392,0.37,-10.888,1,0.0298,0.205,0.0096,0.0821,0.512,48.718,4,country,2
0.812,0.852,-4.069,1,0.177,0.12,0.0,0.31,0.466,125.006,4,pop,5
0.703,0.444,-9.331,1,0.0417,0.559,0.0,0.0973,0.712,150.96,4,acoustic,3
0.276,0.862,-5.352,0,0.255,0.00147,0.0,0.174,0.526,182.115,3,metal,5
0.575,0.568,-5.509,0,0.03,0.0484,0.000417,0.286,0.37,93.986,4,pop,3
0.513,0.803,-4.45,1,0.0777,0.0161,0.0,0.667,0.746,156.038,4,country,5
0.598,0.939,-3.663,1,0.105,0.00114,9.26e-06,0.288,0.63,95.884,4,metal,5
0.611,0.795,-3.428,1,0.04,0.0169,0.0,0.116,0.384,95.756,4,metal,4
0.55,0.427,-6.658,1,0.0323,0.0773,0.0,0.118,0.323,114.032,4,country,3
0.596,0.693,-4.297,1,0.044,0.261,0.0,0.289,0.21,96.009,3,pop,4
0.539,0.903,-6.038,1,0.0389,9.81e-05,0.176,0.149,0.445,150.028,4,metal,5
0.892,0.714,-6.055,0,0.141,0.201,0.000234,0.0521,0.817,100.972,4,dance,4
0.309,0.325,-10.77,1,0.0288,0.916,0.0,0.19,0.449,152.195,4,pop,2
0.662,0.99,-4.392,0,0.0565,0.00179,0.899,0.137,0.545,135.005,4,techno,5
0.582,0.525,-7.163,0,0.0627,0.111,0.0,0.134,0.51,133.249,4,pop,3
0.527,0.605,-6.117,0,0.0397,0.0987,0.903,0.0837,0.601,176.116,4,jazz,4
0.673,0.51,-8.469,1,0.0406,0.0172,0.22,0.0918,0.295,117.998,4,techno,3
0.45,0.875,-7.588,1,0.0449,0.0728,0.0,0.239,0.78,164.066,4,blues,5
0.643,0.79,-6.079,1,0.0461,0.29,0.0,0.107,0.808,95.981,4,rock,4
0.523,0.796,-3.354,1,0.115,0.673,0.0,0.364,0.533,124.443,4,acoustic,4
0.493,0.796,-3.971,1,0.0691,0.39,0.0,0.0957,0.644,159.988,4,country,4
0.4,0.451,-11.981,1,0.0695,0.28,0.0329,0.0761,0.514,184.545,4,jazz,3
0.745,0.811,-10.255,1,0.0413,0.381,0.89,0.102,0.547,130.038,4,techno,5
0.396,0.734,-4.897,0,0.0312,0.00167,0.0637,0.103,0.41,132.567,4,blues,4
0.204,0.043,-28.386,1,0.0395,0.991,0.909,0.102,0.17,70.944,3,classical,1
0.519,0.214,-11.243,1,0.0298,0.858,0.0021,0.118,0.229,144.411,4,acoustic,2
0.42,0.281,-8.204,1,0.0334,0.829,0.0,0.376,0.229,119.515,4,rock,2
0.54,0.967,-4.174,0,0.162,0.00796,0.0,0.683,0.293,136.896,4,metal,5
0.618,0.741,-3.95,1,0.031,0.17,0.0,0.0822,0.296,118.984,4,pop,4
0.559,0.289,-19.201,0,0.146,0.312,0.872,0.118,0.359,165.585,5,techno,2
0.678,0.866,-4.341,1,0.048,0.00295,0.0,0.16,0.842,88.041,4,pop,5
0.592,0.304,-9.833,1,0.0298,0.564,0.0,0.107,0.307,114.72,3,acoustic,2
0.4,0.993,-1.688,1,0.128,0.000732,0.0372,0.103,0.338,185.93,4,rock,5
0.623,0.662,-7.499,1,0.0317,0.014,9.54e-05,0.105,0.458,117.046,4,acoustic,4
0.5,0.817,-3.501,1,0.0459,0.00054,0.0,0.152,0.599,90.01,4,metal,5
0.699,0.579,-6.504,1,0.0416,0.267,0.00602,0.452,0.128,109.948,4,blues,3
0.503,0.269,-7.676,1,0.0274,0.931,5.49e-05,0.111,0.317,101.913,4,acoustic,2
0.548,0.944,-3.208,1,0.119,0.593,0.00155,0.103,0.901,173.869,4,blues,5
0.557,0.0593,-23.714,1,0.0383,0.827,0.772,0.108,0.15,117.939,4,jazz,1
0.778,0.317,-10.732,0,0.334,0.592,0.0,0.0881,0.327,140.048,4,dance,2
0.723,0.769,-8.244,0,0.0634,0.226,0.892,0.0764,0.241,133.984,5,techno,4
0.518,0.518,-11.181,1,0.0289,0.0101,0.0207,0.409,0.32,89.759,4,rock,3
0.651,0.86,-7.8,1,0.138,0.609,0.00646,0.0735,0.29,115.0,4,acoustic,5
0.614,0.914,-5.59,0,0.0324,0.000554,1.16e-05,0.0371,0.439,90.0,4,metal,5
0.771,0.68,-5.881,0,0.224,0.277,1.18e-05,0.682,0.808,119.952,4,pop,4
0.44,0.998,-1.931,0,0.161,0.00462,7.52e-06,0.235,0.181,149.116,4,blues,5
0.635,0.296,-13.728,1,0.0298,0.562,1.97e-06,0.11,0.198,97.998,4,country,2
0.311,0.662,-4.491,1,0.0388,0.64,3.13e-06,0.0888,0.165,128.53,4,pop,4
0.457,0.0624,-20.075,0,0.0394,0.962,0.886,0.108,0.132,84.937,4,jazz,1
0.597,0.655,-7.859,0,0.0677,0.00305,0.0757,0.11,0.0674,122.559,4,rock,4
0.585,0.793,-3.713,1,0.0322,0.351,0.0,0.3,0.732,133.839,4,country,4
0.76,0.765,-9.319,1,0.0352,0.289,7.95e-06,0.233,0.868,107.602,4,blues,4
0.702,0.259,-9.73,1,0.0403,0.878,5.34e-06,0.108,0.246,120.102,4,acoustic,2
0.217,0.92,-4.479,1,0.0628,2.86e-05,0.0,0.102,0.376,167.169,4,rock,5
0.672,0.911,-6.194,1,0.0506,0.287,0.0,0.144,0.854,139.827,4,techno,5
0.321,0.0272,-25.066,1,0.037,0.993,0.919,0.0947,0.0632,74.69,4,classical,1
0.6,0.278,-10.712,0,0.0431,0.819,4.55e-05,0.415,0.671,95.528,4,classical,2
0.303,0.354,-8.226,1,0.0266,0.898,0.00151,0.0922,0.163,99.638,3,pop,2
0.761,0.933,-5.38,1,0.056,0.0908,8.53e-05,0.0607,0.836,122.959,4,dance,5
0.443,0.286,-6.591,1,0.0269,0.9,1.62e-06,0.103,0.291,98.168,3,acoustic,2
0.571,0.293,-11.914,0,0.0385,0.828,0.179,0.112,0.23,82.745,4,jazz,2
0.39,0.967,-1.946,1,0.0644,0.000758,1.74e-05,0.302,0.488,151.944,4,pop,5
0.753,0.657,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,4,techno,4
0.553,0.727,-6.905,1,0.0348,0.0254,0.0113,0.107,0.286,173.972,4,pop,4
0.643,0.344,-11.342,1,0.0349,0.909,0.0112,0.106,0.547,144.171,4,rock,2
0.802,0.988,-6.398,0,0.0495,0.00545,0.918,0.126,0.283,125.008,4,techno,5
0.844,0.572,-7.85,1,0.0866,0.434,0.83,0.54,0.754,106.005,4,techno,3
0.734,0.864,-7.944,1,0.0319,0.0109,0.112,0.328,0.741,141.033,4,techno,5
0.239,0.237,-18.392,0,0.0522,0.989,0.879,0.108,0.231,83.403,1,classical,2
0.772,0.685,-6.849,1,0.0696,0.019,8.96e-05,0.131,0.501,130.033,4,dance,4
0.558,0.929,-3.618,1,0.0638,0.00094,0.000248,0.389,0.502,137.868,4,metal,5
0.302,0.698,-5.702,1,0.0482,0.208,0.00494,0.123,0.393,78.411,4,blues,4
0.374,0.351,-10.522,1,0.044,0.832,0.71,0.103,0.0852,82.56,4,classical,2
0.33,0.734,-4.972,0,0.0416,0.000953,0.0,0.0874,0.256,178.986,4,metal,4
0.766,0.493,-8.571,1,0.0689,0.691,0.0,0.0556,0.921,142.764,4,blues,3
0.663,0.385,-8.512,1,0.0449,0.49,3.71e-06,0.109,0.325,143.785,4,acoustic,2
0.184,0.00833,-33.503,1,0.0519,0.989,0.596,0.104,0.211,61.541,3,classical,1
0.266,0.0662,-21.072,1,0.0356,0.977,0.922,0.102,0.0402,142.161,3,classical,1
0.57,0.664,-4.997,1,0.0283,0.0328,0.0,0.0673,0.214,121.316,3,country,4
0.452,0.384,-8.845,1,0.0263,0.235,3.69e-05,0.95,0.216,64.429,4,country,2
0.515,0.857,-4.582,1,0.0511,1.25e-05,0.0954,0.486,0.669,92.028,4,metal,5
0.55,0.917,-5.075,1,0.096,0.0114,0.0,0.221,0.879,156.958,4,metal,5
0.651,0.793,-4.571,1,0.0311,0.309,0.0,0.371,0.381,130.012,4,country,4
0.176,0.0534,-27.626,1,0.0406,0.97,0.915,0.29,0.0332,71.673,5,classical,1
0.573,0.602,-5.643,1,0.0357,0.385,0.0,0.0912,0.684,90.692,4,jazz,4
0.282,0.547,-8.621,1,0.0322,0.03,0.888,0.104,0.133,151.468,4,blues,3
0.669,0.617,-8.72,1,0.057,0.401,0.0,0.119,0.621,147.992,4,country,4
0.435,0.887,-4.07,1,0.0636,0.000747,0.0,0.0327,0.408,199.935,4,rock,5
0.569,0.153,-18.637,0,0.0359,0.972,0.939,0.114,0.136,136.007,3,classical,1
0.638,0.722,-6.177,1,0.0332,0.0119,0.00808,0.189,0.469,103.017,4,country,4
0.423,0.94,-4.274,0,0.0605,0.000118,0.000375,0.322,0.694,179.979,4,rock,5
0.518,0.744,-6.312,0,0.0428,1.65e-05,2.38e-05,0.147,0.679,102.887,4,metal,4
0.722,0.851,-3.873,0,0.0639,0.0319,0.0,0.108,0.452,126.885,4,rock,5
0.444,0.557,-5.476,1,0.0602,0.453,0.0,0.152,0.296,115.058,4,dance,3
0.156,0.0282,-24.382,1,0.038,0.995,0.924,0.115,0.0953,76.728,3,classical,1
0.406,0.647,-10.453,1,0.0413,0.0427,0.193,0.1,0.344,180.044,4,pop,4
0.329,0.831,-7.406,0,0.0433,0.00752,0.0237,0.0625,0.112,105.054,4,rock,5
0.315,0.0778,-19.953,0,0.0443,0.988,0.894,0.0775,0.0381,60.583,4,classical,1
0.834,0.696,-3.224,1,0.197,0.11,0.0,0.13,0.804,94.09,4,pop,4
0.81,0.643,-7.161,1,0.058,0.00326,0.273,0.0866,0.972,123.394,4,blues,4
0.731,0.867,-5.881,1,0.032,0.0395,0.0,0.0861,0.776,104.019,4,pop,5
0.88,0.779,-4.364,0,0.332,0.00045,0.728,0.278,0.59,128.011,4,techno,4
0.479,0.822,-6.412,0,0.0444,0.00434,4.76e-06,0.0843,0.562,130.035,4,blues,5
0.684,0.84,-5.753,1,0.0433,0.0278,0.0,0.329,0.682,125.801,4,country,5
0.481,0.628,-6.118,1,0.0572,0.626,0.0,0.101,0.607,174.002,4,acoustic,4
0.483,0.763,-5.632,1,0.04,0.198,0.0,0.112,0.48,147.957,4,country,4
0.347,0.868,-4.145,0,0.0467,0.00012,0.000273,0.0845,0.313,182.851,4,metal,5
0.531,0.896,-3.297,0,0.107,0.0316,0.00723,0.0297,0.34,169.955,4,techno,5
0.56,0.931,-6.892,1,0.0379,0.00159,0.92,0.318,0.471,139.989,4,techno,5
0.0789,0.0271,-27.237,1,0.0447,0.984,0.813,0.073,0.0373,80.161,3,classical,1
0.612,0.791,-3.519,1,0.0291,0.224,0.0,0.112,0.786,133.977,4,country,4
0.512,0.813,-4.481,1,0.0261,0.000534,4.34e-05,0.0894,0.441,90.538,4,pop,5
0.741,0.721,-6.369,0,0.0903,0.097,0.00618,0.26,0.548,101.022,4,jazz,4
0.75,0.458,-9.092,1,0.0803,0.226,3.25e-05,0.137,0.536,83.61,4,dance,3
0.12,0.138,-15.538,1,0.048,0.994,0.686,0.11,0.043,67.891,4,classical,1
0.473,0.871,-4.893,1,0.0456,0.0216,0.0,0.0525,0.47,146.975,4,metal,5
0.58,0.876,-4.852,1,0.0857,0.678,0.0,0.452,0.914,133.457,4,acoustic,5
0.386,0.0552,-31.201,1,0.0395,0.992,0.942,0.0805,0.247,111.914,3,classical,1
0.744,0.402,-8.323,1,0.08,0.304,0.0,0.35,0.818,80.034,4,pop,3
0.723,0.691,-6.784,0,0.219,0.279,0.0,0.0363,0.512,138.038,5,country,4
0.481,0.88,-4.55,1,0.0717,0.00465,6.02e-05,0.204,0.289,95.023,3,metal,5
0.45,0.552,-6.9,1,0.0391,0.745,0.0,0.707,0.741,157.24,4,jazz,3
0.653,0.623,-4.56,1,0.0244,0.508,3.32e-06,0.285,0.718,100.021,4,country,4
0.186,0.0639,-23.374,0,0.0456,0.989,0.917,0.0953,0.0463,102.639,4,classical,1
0.576,0.726,-4.625,1,0.035,0.255,0.0,0.108,0.582,136.802,4,country,4
0.52,0.0204,-25.37,0,0.041,0.974,0.0812,0.242,0.367,92.717,4,blues,1
0.671,0.636,-8.117,0,0.103,0.515,0.000411,0.172,0.262,120.966,4,dance,4
0.524,0.403,-8.772,1,0.0316,0.265,3.09e-05,0.341,0.183,94.693,4,country,3
0.442,0.632,-6.77,1,0.0295,0.426,0.00419,0.0735,0.196,78.899,4,acoustic,4
0.334,0.415,-12.209,1,0.103,0.427,0.461,0.217,0.209,84.239,4,jazz,3
0.503,0.921,-5.907,0,0.106,0.00093,2.75e-06,0.26,0.359,121.983,4,metal,5
0.676,0.699,-9.13,1,0.0512,0.0265,0.878,0.608,0.747,103.782,4,jazz,4
0.553,0.662,-6.129,1,0.0259,0.0513,0.0,0.153,0.436,97.847,4,country,4
0.393,0.0071,-31.748,1,0.0571,0.995,0.887,0.104,0.252,71.203,4,classical,1
0.519,0.789,-5.705,1,0.0388,8.36e-05,5.51e-06,0.0828,0.239,122.031,4,classical,4
0.664,0.663,-4.895,0,0.0282,9.08e-05,0.209,0.324,0.499,105.177,4,pop,4
0.409,0.86,-5.036,1,0.0369,3.68e-05,0.000204,0.0816,0.554,175.671,4,pop,5
0.55,0.952,-4.664,1,0.0924,0.000193,0.000666,0.0614,0.391,127.804,4,rock,5
0.575,0.714,-5.247,1,0.0596,0.395,0.0,0.115,0.32,144.982,4,pop,4
0.724,0.832,-6.142,1,0.0336,0.576,0.00294,0.287,0.734,114.265,4,blues,5
0.506,0.877,-5.73,1,0.032,5.16e-05,0.776,0.0712,0.302,114.589,5,metal,5
0.759,0.699,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,4,dance,4
0.643,0.849,-5.428,1,0.0526,0.0371,0.0,0.058,0.903,162.152,4,pop,5
0.512,0.354,-14.162,1,0.0371,0.315,0.129,0.116,0.378,106.98,4,jazz,2
0.684,0.607,-8.127,0,0.1,0.0267,0.000307,0.191,0.498,81.001,4,pop,4
0.236,0.892,-4.106,0,0.188,0.0305,0.0,0.278,0.0685,184.981,4,metal,5
0.606,0.799,-4.452,1,0.0261,0.0128,0.0,0.15,0.638,103.014,4,rock,4
0.734,0.888,-9.736,0,0.0526,0.0646,0.885,0.108,0.0846,130.016,4,techno,5
0.748,0.381,-13.921,0,0.0628,0.336,0.818,0.121,0.75,90.309,4,techno,2
0.687,0.677,-4.172,1,0.0508,0.000643,0.000137,0.0564,0.545,75.052,4,rock,4
0.597,0.989,-5.03,0,0.0643,0.00302,0.011,0.221,0.448,126.023,4,techno,5
0.516,0.899,-7.933,1,0.0367,0.00144,0.825,0.0618,0.938,138.855,4,jazz,5
0.542,0.838,-5.198,1,0.0392,0.00216,2.05e-06,0.0829,0.423,106.044,4,metal,5
0.63,0.76,-10.347,1,0.115,0.000916,0.000856,0.0766,0.561,152.042,4,dance,4
0.67,0.548,-11.342,0,0.0571,0.000724,0.918,0.0857,0.438,124.996,4,techno,3
0.491,0.533,-5.819,1,0.0271,0.534,0.0,0.0943,0.208,83.915,1,acoustic,3
0.556,0.454,-11.289,1,0.0293,0.106,0.932,0.152,0.327,79.002,4,jazz,3
0.32,0.409,-10.499,1,0.0377,0.629,0.00101,0.977,0.192,97.307,3,rock,3
0.385,0.976,-3.788,1,0.252,0.0329,0.00767,0.445,0.206,160.977,4,metal,5
0.428,0.694,-8.455,1,0.0978,0.697,0.0,0.764,0.574,145.353,4,acoustic,4
0.567,0.388,-9.579,0,0.0384,0.782,0.000309,0.248,0.452,116.362,4,pop,2
0.521,0.895,-5.242,1,0.0442,5.54e-05,0.349,0.0985,0.237,120.117,4,metal,5
0.688,0.404,-9.481,0,0.0818,0.377,0.0,0.0813,0.448,75.007,3,dance,3
0.523,0.828,-4.696,1,0.0762,0.0136,0.000255,0.165,0.476,96.952,4,pop,5
0.661,0.75,-5.497,1,0.0314,0.0303,0.000132,0.0849,0.828,130.077,4,country,4
